Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,30295
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,33995
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,30195
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,32595
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,29595
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,35095
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,30425
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,29595
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,27475
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30895
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,31125
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,29675
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,30995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,34875
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,32595
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,29895
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,29095
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,31395
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,29895
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,27475
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,25595
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,30425
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,25595
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,25995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,30995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30895
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,35975
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,30775
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,33995
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,32225
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,35975
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31495
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,27995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,35095
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31495
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873,27995
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,34875
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,29790
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,28070
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,34950
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,32670
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,28070
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31570
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,30500
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,25995
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,36050
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30890
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,36050
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,32670
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,25490
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,34950
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,29790
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,30890
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,30500
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31570
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,25490
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873,25995
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,25895
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,31625
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,20195
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,24185
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26985
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26195
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,31625
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26195
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,23085
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,21795
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28115
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,32475
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,20695
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25450
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,27710
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25450
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,26550
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25885
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29215
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25095
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,26430
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25885
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,29625
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31375
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25095
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,20695
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,28525
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,23085
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,28810
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,24705
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29215
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,21795
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,32475
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28115
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31375
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,26550
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,23605
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,25330
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29775
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873,29775
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,24705
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,24185
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873,24795
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,23605
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26985
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25995
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,27095
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,22450
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,19795
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,25975
Volkswagen,Beetle,2016,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,24,873,21350
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,27095
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,19595
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31450
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,31450
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,22450
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,32550
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,25975
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,24,873,23995
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,24,873,32550
Volkswagen,Beetle,2016,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,24,873,21350
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,19795
Volkswagen,Beetle,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,25995
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,24,873,23995
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,20475
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,19995
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,24,873,23995
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,21890
Volkswagen,Beetle,2017,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,29,23,873,32550
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25975
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,22450
Chevrolet,Beretta,1994,regular unleaded,170,4,MANUAL,front wheel drive,2,Performance,Compact,Coupe,27,18,1385,2000
Chevrolet,Beretta,1994,regular unleaded,120,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,1385,2000
Chevrolet,Beretta,1995,regular unleaded,120,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,33,21,1385,2000
Chevrolet,Beretta,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,27,18,1385,2000
Chevrolet,Beretta,1996,regular unleaded,120,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,33,22,1385,2000
Chevrolet,Beretta,1996,regular unleaded,155,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,27,18,1385,2000
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,39030
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,41675
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,44580
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,38625
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,47885
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,35980
Lincoln,Blackwood,2002,premium unleaded (required),300,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Crew Cab Pickup,15,11,61,51785
Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,20,14,1385,20745
Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,18,13,1385,23745
Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,15,1385,24695
Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,17,13,1385,26695
Chevrolet,Blazer,2003,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,20,14,1385,22845
Chevrolet,Blazer,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,19,14,1385,25230
Chevrolet,Blazer,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,17,13,1385,27230
Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,18,13,1385,24055
Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,19,14,1385,23255
Chevrolet,Blazer,2004,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,19,14,1385,21055
Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,17,13,1385,24305
Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,20,14,1385,21305
Chevrolet,Blazer,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15,1385,25480
Chevrolet,Blazer,2005,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,18,14,1385,27480
Chevrolet,Bolt EV,2017,electric,200,,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,110,128,1385,40905
Chevrolet,Bolt EV,2017,electric,200,,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,110,128,1385,36620
Pontiac,Bonneville,2003,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,210,26695
Pontiac,Bonneville,2003,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,210,29670
Pontiac,Bonneville,2003,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,210,34020
Pontiac,Bonneville,2004,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,18,210,27185
Pontiac,Bonneville,2004,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,22,15,210,35270
Pontiac,Bonneville,2004,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,18,210,30035
Pontiac,Bonneville,2005,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,22,15,210,35585
Pontiac,Bonneville,2005,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,18,210,30350
Pontiac,Bonneville,2005,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,18,210,27965
Kia,Borrego,2009,regular unleaded,337,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,15,1720,30995
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,17,1720,27995
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,16,1720,29995
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,17,1720,26245
Kia,Borrego,2009,regular unleaded,337,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,15,1720,39995
Kia,Borrego,2009,regular unleaded,337,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,15,1720,37995
Kia,Borrego,2009,regular unleaded,337,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,15,1720,32995
Kia,Borrego,2009,regular unleaded,337,8,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,15,1720,30995
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,16,1720,28295
Porsche,Boxster,2014,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,62100
Porsche,Boxster,2014,premium unleaded (required),265,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,30,20,1715,50400
Porsche,Boxster,2015,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,26,19,1715,73500
Porsche,Boxster,2015,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,63300
Porsche,Boxster,2015,premium unleaded (required),265,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,30,20,1715,51400
Porsche,Boxster,2016,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,26,19,1715,74600
Porsche,Boxster,2016,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,28,20,1715,63900
